Reviews,Rating
The best hotel in Athens.,5
Definitely the best in Athens,5
Excellent Hotel..the BEST View in Athens,5
Style,4
Good Old World Hotel; Bit dated and service not always great but you should still stay here,4
Excellent hotel in prime location,5
Unforgettable stay and oustanding service,5
Perfect place for romantic weekend,5
"Outstanding, all around luxury.....prepare to be pampered",5
Great Hotel,4
Location a big plus,5
Rooftop Rendezvous,5
Classic quiet,3
A luxury Hotel in Syntagma Square ,5
Fantastic experience,5
"Luxurious , really grande and right in center",4
Best location and good service,5
Nice!,5
Top Notch,5
"Friendly service, excellent location",4
Not sure if we would return - the good and bad,3
A wonderful stay. Great location,5
Excellent stay ,5
Wonderful Hotel,4
Best choice in athens,5
Athens at it's best,5
Great place friendly staff,5
Unforgettable Views of the Acropolis!,5
A very luxurious hotel,4
Wonderful work trip hotel with an amazing spa/pool area,4
OUTSTANDING.,5
classical Athenian,5
A venerable newly modernized distinguished institution,4
Wow,5
Luxurious hotel!,5
The Grande Bretagne Hotel,5
Excellent service very welcoming stuff and a wonderful location. As a wheelchair user the hotel need some adjustments.,4
Best Hotel in Athens!,5
Elegance in the heart of of the city,5
expectations met!,5
Wonderful,5
Loved this hotel,5
Great Experience- Fantastic Location Great Views,5
Special treat for our anniversary,5
"We spend last crhistmas here , it was a fabulous experience",5
Once for a taste,4
Excellent hotel in a great location,4
A luxury treat,5
Classical Stuck in a time warp,4
Charming property that doesn't live up to its potential,1
New Year’s Eve in GB,4
Best Hotel in Athens,4
"Good Food, Questionable Service",3
Athens,4
Outstanding ,5
Feel the flair of tradition ,5
Anniversary Visit,5
A+ class on everything,5
A Grand Hotel,5
The place to stay in Athens. No question about it.,5
AMAZING,5
One of the best hotels in 45 years of travel,5
Good overall,4
Premiere hotel experience in a classic city,5
One of Greece's national treasures,5
Great location! ,4
Fantastic! ...couldn’t get enough of the view!! ,5
"Great location, world class",5
Just perfect!,5
Downtown ,5
Old style high end city centre hotel,5
Room and location can't be beat!,5
Superb in every way!!,5
Room was not ready at check-in time and overcharged at roof top bar,1
Late Lunch,5
Breathtaking Athens!,5
Site Inspection Incentives,5
Good choice,5
Great property. Nice location ,5
Faultless,5
Top notch everything,5
Right in the heart of the city,4
Perfect location,5
An Elegant Bit of Serenity in the Heart of It All in Athens,5
"A first class hotel, ideally situated",5
Great Location and Rooftop Bar/Restaurant,5
Perfect views and wonderful food!,5
Luxury restaurant!,5
Seabourn Magic,5
Cigarette lounge ,5
Don't miss the rooftop restaurant!,5
A grand hotel by any standards,5
Excellent Choice!,5
Good Classic Stay,4
Old world luxury and service. Stunning,5
Luxury Hotel,5
Wonderful Stay,5
Excellent place to stay in Athens,5
Very nice,5
Excellent very large hotel,5
Really impressive hotel,5
"beautiful hotel, dine on the roof",5
"Attentive staff, gorgeous hotel.",5
Hotel excellent - Spa horrible,3
The rooms with balcony gives an exellent view over the city,5
Loved everything about this hotel :)  Excellent !!!,5
One of Best Hotels in the World,5
Perfect in every wsy,5
Retirement present,5
Amazing view from rooftop restaurant ,5
Top of the Top,5
Wonderful old world charm.,5
Beautiful hotel with fantastic views,5
“Grande” and sophisticated,5
"Fantastic customer service, great location and amazing views from their rooftop restaurant!",5
Roof top restaurant and bar with amazing views,5
Highly recommended,5
Worth it once,4
"Magnificent Hotel, Superb Location & Outstanding Service!",5
Gorgeous view of the Parthenon and delicious food,5
Perfect location! Really 5*,5
Beautiful hotel with positive service experience,5
Lyn,5
Great Resturant on rooftop!,5
A Tired Grand Dame in An Empty Suite,1
perfect!,5
"The name says it all....This Hotel will have you at, ""Grande""",5
"Great hotel, slightly tired rooms",4
Perfect,5
Luxurious,5
Great upmarket hotel in the centre of Athens,5
Don’t Get scammed by Website Photos!!!!,2
Over-rated in our opinion,3
Amazing!,5
Simply marvellous,5
Excellent hospitality,5
"bautiful, central location",5
A great hotel with an amazing view,5
Centrally located Elegant Accomodations,5
Disappointment,4
Stunning bar with the best view,5
"Impressive, grande-dame centrally located hotel in Athens!",4
Afternoon Tea as a birthday treat,5
Athens,5
Exceptional ,5
Relaxing afternoon drinks in Alexanders Cigar Lounge,5
Family trip in Athens!,4
Afternoon cocktails ,5
Perfect Location for a Grand Hotel,5
Mixed Feelings,3
Best View in the City!,5
Our first choice in Athens year after year.,5
Prestigious hotel in Athens Centre ,5
Beautiful Hotel in Athens,5
The best in Athens,5
Spectacular Hotel in Athens,5
"THEY CALL IT THE ""GRANDE"" BRETANGE FOR A REASON",5
The Waldorf Astoria of athens,5
#1 Service in all of Athens,5
The best hotel someone can stay!,5
Lovely lunch,4
It's got even better!,5
Queen of Athens Hotels,5
Hotel That Befits Its Name!,5
Start of a wonderful trip to Greece and the Dalmatian coast,5
Old World Glamour and Sophistication,5
Slightly faded but still glorious ,5
Still the Classiest Lady in Athens,5
very nice hotel to visit Athens,5
"Old World Looks, Exceptional Service",5
Remarkable,5
Luxury,5
Mixed results,4
Best place to stay in Athens,4
Fabulous!,5
Dissppointing,2
Well positioned and efficient hotel,5
Nobody does it better,5
"Great location, fantastic staff",5
Great Hotel,5
Jaw-dropping beauty,5
Old school,4
Best hotel in Athens ... a true luxury,5
Just Wonderful,5
Excellent stay..,5
Wonderful start to our honeymoon,5
Wonderful Hotel ,5
"Magnificent Location, Service and Rooms!",5
A Great Hotel with a Great View ,5
Style and Grace,5
Magnificent Hotel,5
"Location, Location, Location",5
Great hotel,5
Elegance and Quality,5
"Great Hotel, Great Service, Great Location",5
Truly and grand hotel with great roof tops view and an amazing roof top pool.  Great overall service too. ,5
"Wonderful hotel in heart of Athens, great location",5
Great choice,5
Most luxurious experience in Athens.,5
Grande old dame ,5
VIP experience,5
"Luxury in Athens, amazing",5
Grande is appropriate name,5
Loved it!,4
Excellent hotel if not the best one in Athens,5
Royal Greek Hospitality,5
"An excellent place,",5
Opulent stay at.. Grande Athènes,5
Great views,5
Old World Glamour in the Center of it All,5
A Perfect Location to Explore Athens,5
superb,5
A luxury hotel ,5
Almost perfect!,4
Hotel Grande Bretagne,5
Wonderful Hotel in great location,5
Pure old fashioned elegance and worth the money,5
Loved This Grand Hotel!,5
Luxurious Oasis in the middle of the city,5
Ideal Vacation Spot,5
"Nice Hotel, Well-located",4
Excellent from pre-start until after-end,5
Athen's most famous Grand Hotel,4
Fantastic-luxurious!,5
"Good, but short of excellence ",4
Location,4
Luxury with a View,5
Truly A 5 Star ++ In The Heart of Athens,5
Great place!,5
Wonderful,5
Hard not to love this hotel,5
A Grand Hotel,5
"Only the best: central location, exceptional service, view on Acropolis, exceptional food",5
Grand old fashioned hotel,4
Fabulous Location,5
A Beautiful Hotel,5
Delivers on its promise,5
Almost perfect!,4
Luxury hotel,5
WOW - the epitome of s 5 star hotel,5
Really Enjoyed Our Stay,4
Honeymooning in Greece,5
As brilliant as ever!,5
Best view of the Acropolis!,5
Nice Centrally Located Hotel,4
Simply stunning Hotel and great location,5
Wonderful Hotel,5
Perfect location,5
No Better Place to Stay!,5
Grand Dame of Athens !! The royal choice!,5
"good service, concierge and location.",4
"Central Athens. Close to all attractions, restaurants, shops, clubs.",5
great location and hospitality,5
Rooftop restaurant/bar alone merits a stay at this excellent hotel,5
Great Location,5
Beautiful hotel centrally located,4
"Beautiful facility, well situated",5
Excellent hotel with the best terrace in the city,5
First timer couple in Athens,4
Fabulous,5
Wonderful hotel,5
A special stay in Athens,5
Must stay.,5
Like No Place in Athens ,5
Love the hotel but,5
Beautiful hotel in perfect location,5
Grand hotel ,5
Easily a 5 Star Grande Luxe property…the very best hotel in Athens,5
Amazing experience,5
Very Special Hotel,5
Not a 5 star hotel,4
Superb in every respect,5
GB Restaurant Fabulous,4
Lunch on the roof is a must,5
Three Marvelous Nights,5
The rooftop excellent!!!,4
A bit hit and miss,3
Classic Hotel in the Heart Athens with an Amazing roof Top View.,4
A bit stuffy both literally and figuratively,4
Amazing luxury hotel in perfect location!,5
Top Quality and PERFECT Location,5
Grand Hotel in Grand Location,5
Jewel Box of a hotel in Athens,5
Good standard rooms and amazing rooftop ,4
Did not know what to expect....got more than expected!,5
Stunning rooftop restaurant ,5
Location and luxury,5
Perfect start to a luxury cacation,5
"Excellent hotel, good value for money",5
Wonderful downtown hotel,5
Stunning View from The Restaurant,5
A Grande Success! ,4
Great location ,4
Cocktails do not get better,5
Pure Luxury,5
Nice but Pricey,4
I Loved this hotel!,5
Best Hotel in Athens,5
Solo lunch,5
Top notch service,5
Wow. Just Wow.,5
Pure Luxury in the Heart of Athens,5
Lovely ,5
Luxury with a View to match,5
Beautiful Hotel Friendly & Professional Staff,5
It was too expensive for what it is ,3
The top is the rooftop,5
One of my favorite hotels ever!,5
One of the best hotels you could ever wish to stay,5
Great property,5
Grand hotel,5
Truly memorable!,5
Incredible Hotel,5
"Luxury, Luxury!",5
Mixed Feelings,4
Lovely Hotel,5
One of the best hotel stays ever,5
Old World elegance in the heart of Athens,4
Excellent Location,5
Lovely Hotel in Central Athens,5
For lovers and fashion lovers,4
Great location and Picturesque views from the top,5
Beautiful hotel,5
Great spot to treat yourself (bars & restaurant),4
*10 star* review!!!,5
A Promise Kept!,5
Beautiful and great location,5
Wonderful service and a view. ,5
Great pic for Athens ,5
Could do much better,4
A sophisticated Restaurant with a stunning view,4
Amazing Place To Stay,5
The Grande Bretagne,5
Great Location and Excellent Service,4
Amazing ,5
A classic hotel in a prime location,5
"Exceptional location, incredible service",5
"Great location, great staff, excellent overall",5
Fabulous setting and luxuries for the the tired traveller,5
Beautiful historic hotel + outstanding spa,5
A 3-star hotel that thinks it’s a 5-star,3
Gratitude Grace and Gratification.,5
"""Grande"" is an Understatement",5
Beautiful Grand Dame,5
Beatuiful Hotel,5
Great location but tired rooms and average service,3
Room size of closet,2
Stay ruined by noisy staff,4
Quiet elegance in an exceptional location,5
Luxury in Every Respect,5
Beautiful hotel in Syntagma Square,4
Breakfast view is ACTUALLY depicted with the picture.,5
Beautiful hotel ,4
Suave mari magno,5
Luxury!,5
Wonderful Stay,5
Nice hotel near Acroplis,5
@ night stay in Athens,4
Amazing Hotel with a view of the Acropolis,5
"Lovely rooms, amazing view from the roof",5
Ok,3
Family visit,5
View yes but forget the food,3
Business trip to Athens,5
Now one of my favorite hotels!,5
Exceptionally good hotel.,5
"This Grand Dame is elegant, vibrant and whereto action is.",5
All Amazing,5
Excellent ,5
You won't regret it!!,5
"wonderful service, throw back",5
"Elegant hotel, unfriendly reception staff",5
Never again !,1
Highlight of our short stay in Athens!,5
Fantastic location,5
When only the best will do....,5
Exceptional City break,5
5 star all the way ,5
Million dollar view,5
Amazing Historical Hotel,5
A perfect blend,5
Great Old World Style Hotel,5
Luxurious Retreat ,5
Outstanding dinner and service,5
1st trip to Greece,5
THE PLACE TO BE in Athens,5
Excellent Place to stay & Location,5
Elegant,5
Athens in Spring ,5
Oh My god's!,5
Old School Hotel - Kept Up!,5
Elegance in Athens!,5
Grande old world luxury ,5
Perfect location for a special occasion,4
Fabulous hotel!,5
One of the best hotel in the world,5
Absolutely first class,5
Luxurious room only downgraded due to booking issue,4
"Hotel excellent , restaurant disappointing",4
Luxury in the Heart of Atgens,5
Stopped in for lunch on the roof top,5
Wonderful Experience,5
The only place to stay in Athens,5
Definitely lives up to their reputation,5
Stay prior to Oceania Cruise,4
Absolute perfection,5
Best Hotel in Greece,5
Perfect location for city break in Athens,5
A Fantastic Hotel,5
Great Choice ,5
"Very, very agreeable!",5
So great we stayed Twice,5
A nice stay in a great location,4
If you can deal with poor showers then it's great,3
Old money luxury,4
Finally a five star hotel living up to it´s rating....!,5
Outstanding Hotel ,5
Flawless Perfection,5
"Hotel Grande Bretagne, Tue Elegance",5
Brilliant,5
a great place to stay or to have meetings,5
Wow! (Except the bathroom),5
Expected more from a luxury hotel,1
Glamorous and charming.,5
"Luxurious place, amazing stay!",5
Grande Dame in fine fettle,5
Lovely Old World Accommodation,5
Old World Glamor,4
Luxury at every turn,5
"Elegant, Comfortable, Well-Located",5
Good view good services but average food,3
The view the view the view. ,5
"Good, but watch out for the extras.",4
"Lux, elegant & traveller friendly",5
"Elegant, and Perfectly Situated Hotel",5
It's the details that count.,5
Fantastic!,5
What a view of the Acropolis!,5
Only lunch...,4
Excellent stay at a grand hotel,5
Amazing view and service,5
Wonderful luxury hotel,5
The best hotel in Athens,5
Traditionally traditional,5
Perfect place for a conference,5
Practically perfect hotel.,5
Palace on syntagma square,4
Old world charm and elegance,5
Majestic,5
REAL LUXURY,5
"Luxurious, antique style hotel, rooftop pool",5
Nice - not marvelous ,4
Stay here if you can,5
Room 602 - The best and largest patio I have ever seen,5
Lovely and Luxury,5
Location and Luxury.,4
Great Hotel & a Great city,5
"real luxury and class, and excellent location",5
Beautiful hotel with disappointing service,3
Muna ,5
"Perfect location, sensational view, disappointing suite.",4
Best Hotel in Athens,5
Fantastic one night stay!!!,5
Spectacular 5star hotel,5
Grand Hotel,4
A perfect fit!,5
Beautiful hotel somewhat disappointing,3
An excellent city hotel,4
Luxurious hotel in top location,4
Pricey but Nice and Best Location,4
Magnificent view of the Acropolis,5
Fabulous,5
If in Athens Stay Here!!,5
Top tier and smoothly run,4
Nice Business Meeting Place,4
Luxurious ,4
Luxury night out ,5
Still Majestic,5
A majestic property with fantastic views,5
Grand ol' lady in heart of the city,5
Best views in town,5
"Amazing rooftop bar, unforgettable brunch view",5
Great Stay,5
"Stunning hotel, great location; eat breakfast on top floor overlooking city",5
Stay in the best hotel,5
Lovely rooftop restaurant ,5
Two day rest stop over ,5
Beautiful Hotel!,4
A classic amongst the historical Athens,4
Best Hotel in Central Athens!!,5
Top notch hotel with great service,5
Best Hotel in central Athens,5
The best location in the city,5
"Service, luxury, location, views",5
Now This Is What a Hotel Should Be,5
GREAT LOCATION,4
Not worth the price,3
Not to a Luxury Collection Level,3
Amazing views of Syntagma and the Acropolis ,5
Perfection,5
Staff make this hotel GREAT!!!,5
Top in Athens,5
The place to stay in Athens,5
Unparalleled service of any city. ,5
Oasis,4
Nothing but excellent ,4
"Luxury, Classic, Top Notch Service ",5
Amazing hotel!,5
number one for a reason,5
beautiful hotel,5
Absolutely stunning in the heart of the city,5
Last night of honeymoon in Greece,5
Grand Old Hotel,5
Great hotel in every way,5
Best Grand Hotel in Athens,5
Amaizing,5
Old world charm,4
Luxury with the surly concierge,4
Perfect for crashing after a transatlantic flight,5
Five night Birthday break in Athens,4
Grand(e) Hotel,5
"A wonderful hotel, in a perfect location",5
Fine Hotel,4
The best hotel in Athens,5
An exceptional hotel in an exceptional location,5
Oh my.......,5
Excellent & luxurious hotel,5
Wonderful,5
"Grande, Indeed.",5
Luxury as you can expect,5
Beautiful old world style with all your needs met.,5
Amazing hotel,5
"Beautiful, historic hotel with super service",4
The bEst Location and Service,5
Athens is lit by the afterglow.....,5
Hotel Grande Bretagne,4
Great hotel for solo visitors,5
7 Star Hotel,5
amazingly good,5
Paradise in Athens,5
Almost Perfect,4
The best of the best,5
A family like warm welcome... in exquisite luxury style!,5
Excellent,5
Second stay VERY disappointing,1
Amazing!!!,5
Beautiful Hotel in Perfect Location,5
There aren't enough stars!,5
Classy but old,4
Athens at it's best!,5
Mistakes are made but one can only judge you on how you handle them!,2
"An absolute classic""",5
Excellent,5
Best in Athens ,5
A classic city centre hotel.,5
Beautiful hotel,5
Classic Five Star Hotel in the Grandest Style,5
Entire stay ruined on the last evening,1
You must have at least one Martini in the rooftop bar. James......................... !,5
Top of the line hotel for anywhere,5
Best luxury hotel in Athens.,5
Beautiful Hotel in the heart of Athens,5
Still on top in Athens.. and as GREAT as ever!,5
Fabulous Hotel....the real deal,5
True 5 Star Hotel,5
Stunning hotel full of history and picturesque views of the city centre,5
Absolutely Beatutiful Hotel,5
"This is a Fantastic 5 Star Hotel, Well Managed and Wonderful Service",5
Top Notch Hotel,5
Always a fabulous stay!....what a staff!,5
Perfect+,5
"Grande, Grande",5
Best of the best!,5
Pamper Yourself While In Athens,5
Great stay in luxury,5
Absolutely perfect,5
"Beautiful, historical hotel - a real treat!",5
Beautiful Property and Great Locatio,5
Ultimate luxury,5
Luxury Athens hotel in great location,5
Magnificent Hotel,5
The Scent of Athens - Grande Bretagne,5
spectacularly wonderful,5
Always a Spectacular Stay,5
Beautiful,5
Grande Bretagne Hotel in Athens,5
Luxury,5
Fabulous rooftop dinning and amazing spa,5
Fab!!,5
What a lovely hotel!,5
Perfectly positioned and grand,5
Another great stay,5
Just Fabulous ,5
Lovely hotel,5
The Best Place to Stay,5
"A Truly ""Grande"" Hotel",5
Epitome of luxury!,5
The Grande Dame of Athens,5
A Grand Hotel in Athens,5
A wonderful hotel,5
Great location,5
Exvellent,5
Can I give it a 6th star?,5
Excellent hotel,5
An excellent luxury hotel in the centre of Athens,5
Oenotherapy at GB Spa is marvellous!,5
birthday treat,5
A must while in Athens,5
Gorgeous historic hotel. Feels like period movie.,5
NOT 5 STAR-POOR SERVICE,2
Location location location!,5
"Beautiful views, relaxing hotel",5
Amazing Property!,5
austere but superb,5
The best you can get in Athens,5
Good stay,4
Elegant History,5
What Is With the Water?,4
Last 2 Nights in Greece After Visiting Santorini and Mykonos,5
Amazing views,5
Old World Charm and Service,5
Definitely not 5* but good lovation,3
Heaven on the 6th Floor,5
Great city getaway ,5
Excellent hotel with views and character,4
"Centrally located, spectacular views, great service.",5
At the Heart of the city,4
Five Star esperience,5
Wonderful service Great breakfast,5
"Rooms and housekeeping are terrible, caters to cruise groups",2
Best selection,5
Excellente service,5
Just WOW,5
Classic Glamour & Elegant Hotel,4
Stay here,5
Favorite hotel ever! Old world charm with modern luxury.,5
Stunning old world hotel complete with rooftop everything!,5
Better than expected- true luxury ,5
Mixed Bag,4
Great Hotel ,4
Old School Hotel,4
Location. Legendary. Mixed thoughts on luxury.,4
We didn't make full use of all the facilities but a very nice hotel,5
"Top Hotel in Athens, Greece",5
Luxury comfort and care!,5
Sensational!,5
Best Hotel we've ever stayed,5
This is the place to stay in Athens,5
An oasis in the centre of Athens - we will be back!,5
A+ Location with A+ Service & Amenities,5
Quintessential Athens,4
This Hotel Made Our First Visit To Greece Wonderful,5
"Amazing Hotel in Athens, Greece",5
What a view!!!!,5
We couldn't sleep...,3
Made us feel like Royalty,5
A gorgeous gem in a great location,5
Private tour guide Militsa Pechlivanidou,5
Okay with some major disappointments,3
Great Hotel and Service. Just be prepared with formal attire.,4
Perfect location outstanding service ,5
great views of the Parthenon and Acropolis,4
Lovely 👏,5
Great location,4
beautiful hotel,5
Beuatiful Hotel and Excellent Location,4
Doesn't live up to the hype,4
Beautiful Hotel in a great location!,5
Disappointed - had higher expectations.,3
Beautiful hotel,5
Best hotel in Athens!,5
Hotel Grande Bretagne A Luxury Collection / Athen,5
Solid hotel close to everything,4
Superb stay ,5
"Beautiful hotel, excellent location",5
Perfect for a short stay,5
Classic city - classic hotel,4
Athens hotel stopover on way to island cruise,5
A Perfect Choice for a Few Days in Athens,5
Amazing amazing amazing,5
Excellent!!!,5
Beautiful hotel,5
Best hotel I've been to,5
One of the best hotels in the world ,5
Very Nice!,5
Loved this hotel!,5
Amazing rooms and Service,5
Sanctuary in Athens,4
Simply luxury,5
Ellegant and luxurious,5
"Site, view, roof bar",4
Best hotel in Athens,5
Downton Abbey Travelling in the 21st Century,5
Timeless Beauty,5
Excellent Stay at this Central and Luxurious Hotel,5
Pleasant stay; courteous and accommodating staff,5
Wonderful place in central Athens ,5
Perfection ,5
Wow. Pure and simple,5
Perfect ,5
Grande,5
"Outstanding Service! In the heart of the city, this hotel has everything.",5
Awesome Location,4
Luxury Hotel in the heart of Athens,5
Old World Glamour with Superlative Views of the Acropolis!,5
"Location, location, location!",5
Impressive on the outside,3
Great location ,4
Rooftop bar a real show stopper!,5
Excellent way to start our trip,5
Good Hotel in excellent location ,4
Excellent Hotel,5
"QUIET, ELEGANT AND STELLAR SERVICE",5
The Perfect Athens Experience,5
Real nice!,5
Fabulous Athens Hotel With Best Location!,5
FIRST CLASS,5
Stately beauty!,5
Falvour of its own,5
The best hotel in Athens,5
"Good location, great service",5
Deserves the five-star rating,5
"Grande by name, grande by design ",4
Roof Top Restaurant,5
Excellent Hotel perfectly situated in Athens,5
Don't Stay Anywhere Else,5
Beautiful hotel,5
Great Hotel,5
AB EXCELLENT PLACE TO ENJOY YOUR AFTERNOON  TEA,5
Best View in the City,5
Grand Hotel with Stunning Views,4
a place to meet..,4
Great And Relaxing Stay,5
Great Hotel With Amazing View of Acropolis,4
Wonderful end to trip!,5
Over The Top,5
PThe Jewel of Athens,5
Wonderful experience,5
Gorgeous Hotel,5
An elegant hotel,4
Absolutely one of the best,5
Grande Bretagne hotel Athens,5
Luxury central hotel - right beside parliament with views of Acropolis from roof restaurant,5
Only gets better with age ,5
lovely hotel would stay again,4
ELEGANT AND REAL,5
Luxury Refuge,5
"Great Location, 5star Facilities, Memorable Food - Probably by favorite hotel in the world",5
just perfect,5
One of my Favorite Hotels!,5
Perfect departure point,5
Amazing view,5
"Great Location, but a Chaotic Check-in",3
Beautiful Property,5
"Location, Pampering and Smiles",4
A nice hotel...,4
Elegant Hotel in Central Location,5
wonderful room,5
Grand in every way,5
Old World Elegance and Style,5
Luxury Hotel,5
A Luxury Hotel,5
5 Star Glamour nestled amidst world's finest archaeology ,5
Celebration,5
Very nice hotel in the heart of Athens,4
"Classy, Comfortable Hotel",5
Class.,5
Old Time Elegance,5
"Beautiful Hotel, Luxury All the Way",5
Most beautiful hotel in the heart of Athens,5
Great stay,5
Top Choice in Athens,5
Signature grand hotel with great view of Acropolis,5
Stunning hotel in the heart of the Greek capital.,5
The best hotel in Athens,5
Classical hotel in the heart of Athens,5
Luxury and Class - Top tier,5
"Great location, Great view",5
Very Bad Check In,3
Perfection,5
WOW - what a wonderful Hotel,5
Perfect,5
Amazing in Athens,5
"Amazing Hotel, Perfect Location, Premium Service, but...",5
Amazing!! ,5
"The property is wonderful, the other guests not so much",3
The best of the best,5
my all time favourite 5 star hotel,5
Grand Old Lady of Athens,5
Beautiful,5
Excellent choice when staying in Athens,4
Luxury in Athens,5
Perfectly located,5
Luxury stay,5
Luxurious in a Great Location!,5
Hard to fault!,5
Perfect stay,5
Fabulous Stay Here,5
Truly beautiful and luxurious,4
Wonderful ,5
Great place to stay in Athens,5
Perfect location and Ambience ,4
"Great Hotel, great Location",5
OUTSTANDING,5
Blown away,5
A Very Grand Hotel,5
Luxury in the center of Athens!,5
A superbly located hotel with friendly service and staff,4
Lovely Hotel-Exceptional Service,5
Incredible stay,5
Luxury and comfort,5
Spectacular on every way ,5
Amazing ,5
Beautiful luxurious hotel in best Athens location,5
Beautiful Hotel and AMAZING BAR,5
A delightful stay,5
CLASSY AND CONVENIENT,5
Great hotel,5
"Beautiful hotel, great location.",4
One of my favourite hotels,5
Best hotel in Athens!,5
"We were robbed, etc., but management blew it off",1
Well Located Well Run,4
Excellent hotel and roof top bar,5
"Great hotel, great food, great view",5
They live up to their reputation,5
Outstanding Facility,5
A room with a balcony made our stay with a view of the Acropolis and the changing of the guard.,5
Excellent service and standards,5
"Location, location, location",4
Best location in Athens and total luxury too,5
The best place in Athens,4
Nice property with classic style,4
Great location,5
Just wonderful! Great location and luxury,5
Not Worth the Price,3
Wonderful hotel!,5
The most beautiful hotel in the city,5
Fantastic Service and Great Location!,5
Wow.  Just wow. ,5
Unrivalled location - the only place to stay off season,5
Not really worth the money,3
Wonderfully Great  View Comfortable Room,5
Excellent location with quality service,5
Excellent stay highly recommended,5
Truly a five star,5
"Great service, okay property",4
Beautiful hotel,5
The Best of Mediocre Options,3
ALMOST an EXCELLENT!,4
The Only Place to Stay in Athens.,5
Epitome of Luxury,5
Beautiful Athens Hotel with a View,5
Not 5 star but in a good neighborhood,3
Great Hotel Commits Major Faux Pas,1
Fabulous roof top dining,5
Everything We expected... White glove treatment...,5
European Luxury at its finest,5
"Great hotel, great location",5
Amazing !!!!!,5
Rather disappointing--choose the King George,3
Just fabulous!,5
Nice to return,5
Gorgeous hotel centrally located in the heart of Athens,5
"Beautiful, luxurious hotel",5
Beautiful hotel,4
Best of Athens starts here...,5
"Magnifient Hotel, Perfect stay, Highest Rating",5
Magnificent hotel,5
"Outstanding location, service and views",5
Right in the city Center,5
WONDERFUL EXPERIENCE,5
Grande Dame de Luxe!,5
Magnificent hotel with the best Akropolis views,5
"Excellent, Excellent, Excellent!",5
Historical Landmark hotel in a perfect location,4
If you can afford it do it!!!!,5
Ideal,5
Luxury Hotel in Athens,5
Kingdom of luxury,5
A very nice hotel in a great location,5
Perfection,5
One of the best hotels - full stop,5
$$$,4
Very special stay !!!,5
very good hotel,5
"Put this hotel on your ""Bucket List"".",5
Spectacular View – Service and Dinning Second Rate,3
to much money but still good,3
Amazing view ,5
Ultimate Elegance,5
Great location and staff,5
"grand,but stiff",5
The Best in Athens,5
Fabulous,5
"Lovely Hotel, would stay here again",5
Fantastic hotel ,5
Worth the cost,4
Luxury with a view of Acropolis,5
"Disappointing, unfriendly",2
You pay for what you get,5
Perfect in every way,5
Opulent and Luxurious,5
Absolute Luxury!,5
Definitely best hotel in Athens center,5
Luxurious hotel in the heart of Athens,5
"Five star room, but poor service ",4
Great Roof Top Bar,5
Excellent as always,5
A lifesaver - almost,5
"Exquisite, luxurious perfection, with outstanding service.",5
All you can dream....,5
Wonderful hotel in great location,5
Best Hotel in Athens!,5
Beautiful Luxury hotel with best location,5
Very very good hotel with best location,5
Simply Perfect,5
Luxury hotel in the middle of Athens,5
Possibly the most difficult review I have written,4
Perfect Hotel in Athens,5
Best in Town,5
5 Stars in Athens,4
Superb!,5
Spectacular and unforgettable Breakfast with views of the Acropolis,4
An Athens icon and my favourite hotel in the whole world !!,5
SPG benefits well recognized,5
had Way better,3
"Beautiful hotel, great location",5
Excellent classic five star hotel,5
one of the nicest hotels that I have stayed at,5
I'm back again ,5
An oasis of classic luxury in the heart of Athens,5
Greg,5
poor catering,3
THE GRANDE DAME OF ATHENS,5
Best in Athens,5
"""5 Star"" For a Reason",5
Superb clean luxury hotel,5
Grand luxury and fantastic beds,5
Best hotel with a view of the Pantheon,5
The Grande Dame of hotellerie.,5
95% perfect ... Let's talk about the lasting 5%,5
Best Hotel in Athens,5
Athens Perfection!,5
Luxury Hotel in a perfect location,5
Poor Breakfast ,4
Best ever!!!,5
Amazing Hotel,5
Great Location!!,4
Beautiful Luxury Collection Hotel with Amazing Views!,5
Most elegant hotel of my life,5
Classical luxury,5
Impeccable - just perfect!,5
Not as special as it sounds,2
A superb and traditional Greek hotel overlooking the Parliament and the Acropolis,5
Visiting grand Bretagne,5
Superb,5
A one in a life time experience,5
Luxury to the fullest!,5
Great hotel in the heart of Athens,5
Excellent from start to finish....,5
Fabulous! 10 star,5
Met in the bar for pre dinner drinks - wow ,5
Beautiful hotel with great views,5
"Excellence all round,but....",5
Exelency,5
Superb!,5
Luxury Hotel in the Perfect Location,5
Greece's Iconic and Storied Hotel Doesn't Disappoint,5
Luxury Hotel,4
Classic luxery collection,5
loved the selection of martinis,5
Afternoon tea,5
Classic Elegance,5
Fantastic!,5
Pretty much the best luxury hotel in Athens IMHO,5
Truly GRANDE,5
Wow! So Good,5
Great Hotel,5
reviing NOT THE HOTEL but its winter garden caffé,2
Great experience,4
True Luxury in the Heart of Athens,5
Great spot in the heart of Athens,5
Worth it for the breakfast view alone.,5
*** TOP NOTCH ***,5
Amazing stay with an extravagant royal touch!,5
"Great location, great views, impersonal and unfriendly service",4
"Great hotel, great location!",5
"Truly a grand hotel, in a great location.",5
Starwood does it again!,5
Business people first choice although expensive.,4
too expensive,2
Historic hotel in the perfect location,5
Luxury in style ,5
A bit of Greek history...,5
Rude and discriminatory security officer,1
Outstanding!,5
An outstanding Hotel,5
Luxurious in every way,5
One of the best ,5
Wonderful experience in a wonderful hotel,5
"Lovely Hotel, Abysmal Service",1
